Unnamed: 0,Vmag,Plx,e_Plx,B-V,SpType,StarType
62831,7.85,2.27,0.91,1.257,K2III,Giant
62832,4.89,10.06,1.1,0.904,G8III,Giant
62833,7.59,-0.02,0.93,1.51,K4III,Giant
62834,9.06,6.74,1.9,0.465,G5,Unknown
62835,8.69,4.49,1.21,1.01,K0,Unknown
62836,8.41,5.26,1.08,1.18,K1III,Giant
62837,7.37,3.08,0.84,1.496,M3III,Giant
62838,9.64,13.23,1.45,0.79,G8/K0V,Dwarf
62839,8.56,8.14,1.06,0.541,F8,Unknown
62840,5.75,0.81,0.64,0.295,B9Ia,Giant
62841,9.33,2.86,1.0,0.919,G5,Unknown
62842,4.25,21.03,0.78,0.224,A4IV,Giant
62843,8.77,4.08,1.03,1.157,K2,Unknown
62844,9.41,7.0,1.27,0.567,G5,Unknown
62845,8.95,3.44,1.29,0.98,G9III,Giant
62846,8.59,1.18,1.25,1.587,K5/M0III,Giant
62847,10.07,8.1,5.14,0.778,F8V:,Dwarf
62848,9.12,3.46,1.5,1.226,K5,Unknown
62849,9.3,13.54,2.4,0.5,G5V,Dwarf
62850,6.42,22.71,0.9,0.805,G5IV,Giant
62851,9.63,7.48,1.55,0.9,K7,Unknown
62852,8.83,4.37,0.83,0.366,F8,Unknown
62853,7.29,8.05,0.86,0.251,A5V,Dwarf
62854,9.54,9.22,0.91,0.589,G0,Unknown
62855,10.91,-13.65,15.39,0.798,Unknown,Unknown
62856,9.19,5.02,2.69,0.524,G0,Unknown
62857,8.75,3.85,1.14,1.08,K0III,Giant
62858,8.07,2.85,1.03,0.25,A0,Unknown
62859,6.91,-1.82,1.53,0.187,B3Ib:,Giant
62860,6.45,9.61,0.86,1.094,K0,Unknown
62861,7.84,7.52,0.76,0.321,F0,Unknown
62862,7.12,7.84,0.62,0.038,B9.5/A0V,Dwarf
62863,7.66,6.24,0.9,1.114,K0,Unknown
62864,7.23,-4.76,2.59,1.453,M2Iab,Giant
62865,10.02,1.92,1.7,0.435,B3,Unknown
62866,9.37,2.96,1.25,1.033,K0,Unknown
62867,8.53,20.29,1.27,0.658,G5V,Dwarf
62868,8.43,12.36,1.16,0.494,F5/F6V,Dwarf
62869,8.02,15.34,1.56,0.508,F7V,Dwarf
62870,8.74,4.43,1.31,0.325,F8,Unknown
62871,7.69,20.9,0.9,0.52,G0V,Dwarf
62872,9.06,3.95,1.25,0.313,F5,Unknown
62873,8.11,3.67,0.98,1.0,K0IVw...,Giant
62874,9.52,3.16,1.45,0.339,F5,Unknown
62875,7.64,4.49,0.63,0.964,K0,Unknown
62876,7.07,4.84,0.94,1.17,K0,Unknown
62877,5.89,-1.96,0.63,0.2,B5Ia,Giant
62878,8.74,3.57,1.12,1.372,G9IV,Giant
62879,6.25,16.4,0.78,0.282,A7III,Giant
62880,8.61,9.06,1.02,0.425,F2V,Dwarf
62881,8.54,11.42,1.02,0.705,G5,Unknown
62882,8.78,0.38,0.87,1.584,M...,Unknown
62883,9.01,4.63,1.1,0.115,B0.5IVn,Giant
62884,10.64,8.85,1.63,0.915,K0,Unknown
62885,7.67,2.13,1.15,0.849,K0III,Giant
62886,8.38,6.06,0.81,0.353,A2,Unknown
62887,9.23,4.19,1.32,0.376,A9V,Dwarf
62888,8.24,38.12,1.44,0.853,G5,Unknown
62889,8.11,6.75,5.13,1.039,K1III,Giant
62890,6.91,8.09,0.85,1.262,K2IIICN+...,Giant
62891,7.47,3.24,0.64,1.425,K2,Unknown
62892,8.34,6.04,1.85,0.375,A9V,Dwarf
62893,8.37,4.63,1.1,0.612,Unknown,Unknown
62894,10.94,-0.69,2.51,0.86,Gp,Unknown
62895,9.07,-0.13,1.37,0.111,B2III,Giant
62896,10.06,2.59,1.63,0.327,F5,Unknown
62897,8.51,48.07,26.65,0.497,A2,Unknown
62898,9.35,1.82,1.15,0.899,G5III,Giant
62899,6.78,1.14,0.73,0.226,B3Ib,Giant
62900,7.06,3.44,2.88,0.28,A4:+...,Unknown
62901,9.98,7.27,1.87,0.495,G0,Unknown
62902,1.76,40.3,0.62,-0.022,A0p,Unknown
62903,10.77,4.32,1.91,0.572,F8,Unknown
62904,8.76,2.92,1.28,1.15,K0,Unknown
62905,8.56,1.93,2.01,0.535,A1V,Dwarf
62906,9.18,4.3,1.23,0.37,G5,Unknown
62907,8.71,3.95,1.22,1.03,K0,Unknown
62908,10.11,3.9,1.35,0.477,F5,Unknown
62909,9.39,4.67,1.18,0.383,F0,Unknown
62910,7.78,6.41,0.73,1.248,K0III,Giant
62911,10.59,7.87,2.22,0.483,G1V,Dwarf
62912,8.43,5.51,1.07,0.422,F8,Unknown
62913,10.7,4.63,1.1,0.662,G2V,Dwarf
62914,7.6,4.61,0.92,0.445,F3/F5III,Giant
62915,8.38,3.36,1.41,0.196,A6III,Giant
62916,8.85,-1.44,1.24,1.557,M2III,Giant
62917,6.25,13.43,0.86,0.207,A7IV,Giant
62918,7.14,6.1,0.86,1.119,K0,Unknown
62919,8.73,4.77,1.32,0.331,F0V,Dwarf
62920,9.24,6.51,1.82,0.82,G5,Unknown
62921,6.95,8.14,0.56,0.929,K0,Unknown
62922,10.55,9.89,2.12,0.765,Unknown,Unknown
62923,9.47,3.49,1.2,0.393,F0V,Dwarf
62924,7.34,12.72,1.34,0.57,F7/F8V+...,Dwarf
62925,9.88,20.57,1.36,0.915,K1V,Dwarf
62926,8.64,8.34,1.52,1.025,G5,Unknown
62927,6.88,3.45,0.86,1.267,K1II/III,Giant
62928,9.22,-1.26,1.4,0.585,B1Ib,Giant
62929,6.0,14.98,0.82,0.068,A2V,Dwarf
62930,9.69,2.7,1.41,0.624,F8,Unknown
62931,4.77,7.82,0.82,1.59,M3IIIvar,Giant
62932,6.74,1.34,0.71,0.55,F7Ib/II,Giant
62933,10.95,13.13,1.78,0.821,K2,Unknown
62934,8.38,10.86,1.18,0.534,F6V,Dwarf
62935,9.09,4.54,1.51,1.016,G5,Unknown
62936,7.97,4.08,1.08,1.053,K0III,Giant
62937,8.43,6.83,1.08,0.306,A3,Unknown
62938,7.47,3.6,0.83,1.045,K0III,Giant
62939,11.46,11.55,2.73,0.782,G9IV,Giant
62940,9.24,2.21,1.24,1.12,K0,Unknown
62941,10.44,4.47,1.71,0.909,G7III,Giant
62942,6.73,3.52,0.95,1.61,M0III,Giant
62943,9.98,1.69,1.43,0.04,A2V,Dwarf
62944,8.75,4.64,1.12,1.103,K0III,Giant
62945,8.8,2.14,1.32,1.16,K0,Unknown
62946,11.25,3.35,1.9,-0.059,Unknown,Unknown
62947,8.3,2.13,1.19,1.137,K1IIICN...,Giant
62948,8.89,3.14,0.84,0.158,A0IV,Giant
62949,4.03,8.64,0.58,-0.18,B2IV-V,Giant
62950,9.75,7.05,1.46,0.6,G0,Unknown
62951,5.08,9.03,0.61,-0.089,B5Vne,Dwarf
62952,9.0,4.29,1.27,0.131,A2V,Dwarf
62953,4.62,9.06,0.6,-0.153,B4Vn,Dwarf
62954,6.99,29.19,1.6,0.576,F8V,Dwarf
62955,8.93,11.71,1.32,0.728,G5V,Dwarf
62956,8.73,0.89,1.01,1.031,K0,Unknown
62957,9.57,9.7,1.65,0.69,F5,Unknown
62958,8.05,8.22,1.11,0.574,F7V,Dwarf
62959,10.13,9.12,1.44,0.53,F8,Unknown
62960,9.34,2.77,1.4,1.01,K0,Unknown
62961,8.83,1.91,1.16,1.16,K1III,Giant
62962,8.46,4.57,1.05,0.326,F0,Unknown
62963,9.74,-0.08,1.53,1.461,K2,Unknown
62964,10.09,1.24,1.45,0.65,G0,Unknown
62965,8.13,4.49,0.96,1.114,K0III,Giant
62966,9.28,1.29,1.37,1.567,K5,Unknown
62967,8.82,6.71,2.15,0.7,G8V+...,Dwarf
62968,9.77,5.33,1.56,0.402,F0V,Dwarf
62969,10.41,24.08,1.66,1.186,K8,Unknown
62970,5.75,4.63,0.67,1.451,M5III,Giant
62971,9.6,2.51,1.52,0.298,F0V,Dwarf
62972,9.4,0.33,1.32,1.26,K0III,Giant
62973,9.41,2.66,1.47,1.26,K5,Unknown
62974,9.85,5.52,12.04,1.169,G5,Unknown
62975,9.08,9.9,0.89,0.721,G,Unknown
62976,9.6,1.24,1.33,1.16,K2,Unknown
62977,5.45,8.79,0.69,0.991,K0III,Giant
62978,9.69,18.88,1.49,0.846,G8/K0V,Dwarf
62979,5.89,25.17,0.76,0.633,G2IV,Giant
62980,8.57,9.45,2.49,0.375,F0IV,Giant
62981,8.36,1.67,0.9,1.327,K1/K2III,Giant
62982,7.72,5.58,0.79,0.083,A0/A1V,Dwarf
62983,8.06,4.24,0.99,1.064,G5,Unknown
62984,8.89,2.0,1.12,1.508,K3IV,Giant
62985,8.41,5.25,1.15,0.421,F5V,Dwarf
62986,8.05,10.38,0.81,0.383,F0V,Dwarf
62987,12.18,6.61,3.35,0.612,Unknown,Unknown
62988,8.73,5.31,0.76,0.331,A5,Unknown
62989,6.66,7.42,0.88,1.175,K0,Unknown
62990,10.79,13.19,5.04,1.05,Unknown,Unknown
62991,6.82,2.83,0.83,-0.13,B5Vn,Dwarf
62992,6.97,5.37,0.98,1.187,K1III,Giant
62993,9.27,3.74,1.39,0.667,G3/G5V,Dwarf
62994,7.8,23.84,1.0,0.665,G2V,Dwarf
62995,9.09,2.2,1.17,0.203,B0:IV:pe,Giant
62996,7.49,2.33,0.97,1.518,K4III,Giant
62997,9.31,3.88,1.1,0.489,G0,Unknown
62998,8.91,0.29,1.22,1.029,K0,Unknown
62999,8.97,11.21,1.19,0.47,F8V,Dwarf
63000,11.66,1.87,2.28,0.612,A7,Unknown
63001,7.23,3.82,0.86,1.43,K2III,Giant
63002,6.95,3.54,0.92,1.19,G5,Unknown
63003,8.27,5.56,1.07,1.078,K0III,Giant
63004,9.75,7.68,2.13,0.466,F5,Unknown
63005,8.74,10.07,1.02,0.649,G3/G5V,Dwarf
63006,10.61,8.48,5.45,0.68,Unknown,Unknown
63007,7.66,2.99,0.64,1.229,K0,Unknown
63008,7.69,14.34,1.05,0.409,F0,Unknown
63009,9.93,19.28,1.71,0.809,K0V,Dwarf
63010,11.15,12.27,2.52,0.612,Unknown,Unknown
63011,8.85,7.92,1.3,0.403,F2IV/V,Giant
63012,5.46,5.42,0.82,1.668,M0III,Giant
63013,10.65,-1.39,2.24,0.51,Unknown,Unknown
63014,8.6,1.39,1.2,1.593,M0,Unknown
63015,7.94,2.72,1.01,0.982,G8III,Giant
63016,7.25,16.95,0.83,0.797,G5,Unknown
63017,8.9,12.66,0.99,0.853,G5,Unknown
63018,8.21,1.98,0.99,1.18,K0III,Giant
63019,7.95,3.29,0.66,0.038,B9V,Dwarf
63020,9.61,6.85,1.28,0.47,F2V,Dwarf
63021,8.39,15.6,1.05,0.58,F8V,Dwarf
63022,5.23,34.67,0.53,0.303,A5n,Unknown
63023,8.13,9.56,0.84,0.436,F2V,Dwarf
63024,8.81,7.06,1.34,0.465,F5,Unknown
63025,9.45,7.97,6.16,0.44,F5,Unknown
63026,7.94,2.5,1.16,0.96,K0,Unknown
63027,6.91,7.97,6.16,1.536,M4III:,Giant
63028,9.87,7.08,1.93,0.625,G0,Unknown
63029,6.9,5.36,0.76,0.07,A2/A3V,Dwarf
63030,8.87,3.38,1.25,0.242,A3IV,Giant
63031,7.5,5.81,0.93,0.249,A4IV/V,Giant
63032,10.34,3.78,1.86,0.649,F8,Unknown
63033,8.89,0.83,1.17,0.835,G5,Unknown
63034,9.74,10.1,1.61,0.72,G5,Unknown
63035,7.28,5.6,0.71,0.991,G9III,Giant
63036,3.39,16.11,0.88,1.571,M3III,Giant
63037,9.19,14.76,1.58,0.708,G5IV-V,Giant
63038,9.67,9.19,1.59,0.64,G2,Unknown
63039,6.78,4.9,0.86,0.96,K0,Unknown
63040,8.83,1.59,0.84,1.452,K2,Unknown
63041,11.2,5.66,2.91,0.612,Unknown,Unknown
63042,6.78,6.68,0.63,0.037,A0,Unknown
63043,8.22,0.94,1.03,1.541,K5III,Giant
63044,8.86,3.39,1.02,1.207,K2,Unknown
63045,7.65,19.17,0.84,0.472,F5,Unknown
63046,11.32,4.84,2.64,0.521,sdF4:,Unknown
63047,9.46,5.33,1.18,0.43,G5,Unknown
63048,8.6,3.02,1.07,0.975,K1III,Giant
63049,8.42,3.28,0.91,1.028,K0,Unknown
63050,6.85,8.72,0.83,1.082,K1III,Giant
63051,9.41,9.78,1.38,0.568,F7V,Dwarf
63052,7.21,5.22,0.73,1.0,G8III,Giant
63053,9.66,8.78,1.47,0.664,G0,Unknown
63054,8.32,0.71,1.16,1.647,M1/M2III,Giant
63055,6.18,4.87,0.88,-0.001,A0V,Dwarf
63056,9.22,0.23,1.09,1.669,M0,Unknown
63057,8.22,8.93,1.45,0.34,A8III/IV,Giant
63058,9.77,4.54,4.29,0.9,G1V:,Dwarf
63059,9.96,0.84,1.04,1.503,K2,Unknown
63060,9.17,3.19,0.9,0.229,A3,Unknown
63061,8.94,1.2,1.24,0.192,A2/A3IV,Giant
63062,8.9,11.17,1.23,0.467,G5,Unknown
63063,9.35,-0.46,1.44,0.101,A2,Unknown
63064,5.34,1.73,0.57,0.01,O9Ib,Giant
63065,10.24,5.61,2.29,0.521,Unknown,Unknown
63066,8.08,7.35,0.96,0.302,A8/A9III,Giant
63067,5.61,39.95,23.72,0.337,F0V,Dwarf
63068,8.94,3.78,1.3,0.529,G5,Unknown
63069,7.0,10.08,0.81,0.103,A0V,Dwarf
63070,8.15,1.04,1.09,1.293,K1III,Giant
63071,2.89,29.6,1.04,-0.115,A0spe...,Unknown
63072,8.73,3.19,1.33,1.625,K5,Unknown
63073,9.32,1.65,1.41,1.15,K1III,Giant
63074,9.23,2.02,1.19,1.48,K2,Unknown
63075,7.98,3.63,1.22,1.089,K0III,Giant
63076,9.77,15.93,1.08,0.794,G5,Unknown
63077,9.86,-0.37,1.52,1.06,K0,Unknown
63078,9.51,16.45,1.52,0.801,K0V,Dwarf
63079,8.03,1.48,1.05,1.556,K5/M0III,Giant
63080,8.22,0.64,1.12,1.273,K2III,Giant
63081,8.92,3.1,1.29,0.232,Am,Unknown
63082,9.31,18.59,4.85,0.627,K1V,Dwarf
63083,9.57,4.69,1.7,0.7,G0,Unknown
63084,9.37,5.59,1.33,0.271,A7V,Dwarf
63085,7.01,5.87,1.12,0.076,A0...,Unknown
63086,8.4,0.46,0.93,0.33,Ap...,Unknown
63087,7.22,13.09,0.94,0.891,K0III,Giant
63088,9.74,5.41,1.66,0.589,F8,Unknown
63089,5.84,12.74,0.68,0.204,A5m,Unknown
63090,8.46,3.13,1.15,1.048,G9III,Giant
63091,6.83,4.02,0.77,1.52,K3III,Giant
63092,8.75,17.21,1.58,0.753,G0,Unknown
63093,9.21,1.27,1.37,1.461,K2III,Giant
63094,9.3,11.86,1.32,0.568,G0,Unknown
63095,8.86,2.63,1.24,1.181,K1III,Giant
63096,7.24,12.84,1.05,0.332,F0V,Dwarf
63097,6.63,2.05,0.65,3.269,C7I,Giant
63098,8.69,5.67,0.9,0.403,F4V,Dwarf
63099,8.17,1.24,0.8,1.682,M3III,Giant
63100,6.62,13.59,1.93,0.476,F5,Unknown
63101,9.92,13.98,4.86,0.827,G8/K0V,Dwarf
63102,10.04,32.79,1.48,1.233,K4,Unknown
63103,6.73,-0.68,0.8,0.728,F3Ia,Giant
63104,8.35,1.69,1.02,0.076,A0V,Dwarf
63105,8.85,2.35,1.12,1.179,K5,Unknown
63106,8.49,7.65,1.01,0.71,G5,Unknown
63107,7.8,9.55,0.62,0.435,F8,Unknown
63108,9.43,0.65,1.32,1.345,K7,Unknown
63109,5.93,4.67,0.55,1.115,G8III,Giant
63110,9.01,1.37,1.17,0.069,B7/B8III,Giant
63111,9.48,3.12,1.6,0.609,B8/B9II/III,Giant
63112,9.38,12.74,2.24,0.612,G0,Unknown
63113,9.86,0.27,1.51,1.022,G9III,Giant
63114,7.34,1.14,0.75,0.687,B0.5Ia,Giant
63115,8.56,0.42,1.15,1.638,M1III,Giant
63116,11.1,15.99,2.21,1.565,K5,Unknown
63117,7.59,5.08,1.01,1.06,K0,Unknown
63118,8.5,4.46,1.24,1.25,K5,Unknown
63119,10.15,4.69,6.12,2.1,C0ev,Unknown
63120,9.13,3.08,1.36,1.057,K2III,Giant
63121,9.27,3.92,1.08,0.264,A5IV/V,Giant
63122,8.76,2.95,1.22,1.124,K0III,Giant
63123,6.97,2.7,0.79,0.113,Am,Unknown
63124,8.04,5.48,1.02,1.017,K0III,Giant
63125,10.05,24.99,1.55,1.06,K2V,Dwarf
63126,6.75,12.45,2.52,0.448,F5IV/V,Giant
63127,9.35,10.27,3.37,0.452,G+...,Unknown
63128,7.4,5.03,0.7,0.888,G5,Unknown
63129,8.34,5.28,1.1,1.33,K2III,Giant
63130,9.22,-0.33,1.37,1.639,K8,Unknown
63131,10.36,7.94,2.5,0.753,G5,Unknown
63132,7.99,3.73,0.97,1.116,K0III,Giant
63133,7.4,1.82,0.94,1.63,K5,Unknown
63134,9.5,2.36,4.61,0.463,F2,Unknown
63135,8.51,1.71,2.34,0.337,F2Vp...,Dwarf
63136,7.12,3.7,0.83,1.442,K4III,Giant
63137,8.31,4.55,1.04,0.166,A1V,Dwarf
63138,9.03,1.39,1.23,0.08,B9V,Dwarf
63139,8.57,0.1,1.07,1.581,K3/K4III,Giant
63140,8.25,1.42,1.25,1.051,K0III,Giant
63141,8.19,13.47,0.99,0.445,F3V,Dwarf
63142,9.71,10.7,1.4,0.587,G1V,Dwarf
63143,10.26,2.18,1.62,1.043,K2,Unknown
63144,9.79,1.76,1.0,0.999,G5,Unknown
63145,9.15,2.78,1.3,1.267,K2,Unknown
63146,8.89,8.23,1.15,0.433,F0,Unknown
63147,6.55,3.37,0.59,1.408,K0,Unknown
63148,6.48,9.91,0.86,-0.042,A0p,Unknown
63149,7.7,19.35,0.87,0.554,F8V,Dwarf
63150,9.74,17.52,1.8,0.821,K0V,Dwarf
63151,7.38,0.44,0.76,0.141,B0.5Ib,Giant
63152,10.08,7.55,1.31,0.571,Unknown,Unknown
63153,9.98,1.41,1.36,1.249,K0,Unknown
63154,5.17,6.8,0.76,-0.066,B8V,Dwarf
63155,6.11,9.48,0.73,1.012,K0III-IV,Giant
63156,9.56,5.29,1.33,0.569,F8,Unknown
63157,7.76,3.01,1.18,1.05,K0III,Giant
63158,8.99,3.11,1.07,1.314,G8/K0V,Dwarf
63159,9.31,8.18,2.5,0.601,G5,Unknown
63160,7.7,10.17,0.66,0.387,F0,Unknown
63161,9.34,-0.51,1.45,0.995,K0,Unknown
63162,7.36,5.01,0.91,0.216,A3V,Dwarf
63163,8.19,5.74,1.11,1.222,K0III-IV,Giant
63164,6.33,5.07,0.91,1.491,K5,Unknown
63165,6.81,9.66,0.92,0.468,F5,Unknown
63166,7.51,5.49,0.66,0.084,A0,Unknown
63167,10.45,-0.31,2.08,0.914,Gp,Unknown
63168,9.26,6.04,1.37,0.592,F6V,Dwarf
63169,6.93,5.12,0.84,0.086,B9,Unknown
63170,8.89,2.33,1.01,1.213,K0III,Giant
63171,7.45,9.59,0.83,0.307,A8/A9III,Giant
63172,8.45,2.74,0.92,0.63,F6V,Dwarf
63173,8.2,12.57,1.55,0.569,F6V,Dwarf
63174,7.38,5.33,0.87,1.32,K3III,Giant
63175,8.65,2.96,2.78,0.394,F5V,Dwarf
63176,8.09,12.16,0.63,0.462,F5,Unknown
63177,9.65,3.35,1.67,0.624,F8,Unknown
63178,8.62,2.94,0.99,0.912,G1,Unknown
63179,6.77,8.97,0.66,0.083,A2IV/V,Giant
63180,6.91,16.94,0.85,0.454,F2,Unknown
63181,8.52,3.33,2.11,0.807,G5,Unknown
63182,8.23,7.5,0.85,0.282,A7V,Dwarf
63183,9.82,13.68,1.59,0.751,K0,Unknown
63184,7.1,11.23,1.14,0.491,F5,Unknown
63185,8.11,8.09,1.02,0.467,F5,Unknown
63186,6.86,6.7,0.69,1.018,G8III,Giant
63187,6.31,8.01,0.79,1.069,K0III,Giant
63188,8.99,2.61,4.68,1.628,K5,Unknown
63189,9.79,2.13,1.0,0.36,A3,Unknown
63190,8.74,6.78,1.0,0.41,F0IV/V,Giant
63191,8.27,2.84,1.18,0.324,Ap,Unknown
63192,7.95,11.63,1.05,0.516,F7V,Dwarf
63193,8.31,11.61,1.03,0.599,G1/G2V,Dwarf
63194,8.36,0.12,1.05,0.035,B2Ib,Giant
63195,7.98,4.11,0.86,0.943,G8/K0III/IV,Giant
63196,9.86,4.15,1.53,0.558,G0V,Dwarf
63197,10.57,55.27,3.15,1.423,M0Vvar,Dwarf
63198,8.89,3.1,0.93,1.204,K5,Unknown
63199,9.55,8.3,1.19,0.48,K0,Unknown
63200,9.05,1.59,1.08,0.038,B2V,Dwarf
63201,9.11,43.13,1.32,1.118,K4V,Dwarf
63202,8.82,0.29,1.93,0.206,B1II/III,Giant
63203,8.94,3.81,1.26,1.1,K2,Unknown
63204,8.7,3.92,1.03,0.54,A3m...,Unknown
63205,8.65,3.26,1.2,0.396,F0V,Dwarf
63206,9.97,6.35,1.48,0.466,G0,Unknown
63207,8.37,9.8,2.29,0.539,F7V,Dwarf
63208,10.92,6.35,2.11,0.574,G0,Unknown
63209,8.94,7.37,1.27,0.95,G9III,Giant
63210,9.98,3.27,1.33,0.12,A0,Unknown
63211,7.17,4.89,0.95,0.279,A3,Unknown
63212,8.53,3.15,0.78,1.378,K2III,Giant
63213,9.45,3.95,1.22,0.52,F8,Unknown
63214,8.44,3.2,1.19,0.984,K0,Unknown
63215,9.14,8.77,1.57,1.099,K0,Unknown
63216,8.4,9.0,1.04,0.351,F3IV/V,Giant
63217,9.29,-0.29,1.36,0.22,B8,Unknown
63218,9.99,4.87,1.51,0.548,F8,Unknown
63219,8.61,1.22,1.49,0.063,B7III,Giant
63220,8.41,-0.45,1.06,0.399,B1/B2II/III,Giant
63221,6.72,5.79,0.82,0.107,A3V,Dwarf
63222,10.92,9.35,1.67,0.722,K0,Unknown
63223,8.7,3.22,1.0,1.124,K1III,Giant
63224,7.52,11.39,0.92,0.34,A9IV/V,Giant
63225,7.01,5.97,0.92,0.873,G6/G8IV,Giant
63226,7.48,5.18,0.98,1.196,K1III,Giant
63227,7.87,3.64,1.12,1.63,K5,Unknown
63228,9.06,3.31,1.08,1.18,K0III,Giant
63229,8.39,4.48,0.92,0.178,A2,Unknown
63230,6.95,16.71,0.85,0.343,F2V,Dwarf
63231,6.85,4.57,0.82,0.039,A1III/IV,Giant
63232,7.38,4.95,0.62,1.002,G5,Unknown
63233,9.02,6.19,0.86,0.463,G,Unknown
63234,9.79,8.15,1.63,0.751,G5,Unknown
63235,8.8,2.16,1.24,1.387,K1III,Giant
63236,8.75,-0.57,1.19,1.514,K4/K5III,Giant
63237,9.37,1.07,1.3,0.367,F2V,Dwarf
63238,9.09,1.0,2.01,0.612,K5/M0V,Dwarf
63239,9.01,7.08,1.38,0.399,F5,Unknown
63240,7.68,4.88,0.92,1.197,K1III,Giant
63241,6.44,3.92,0.58,1.15,K0,Unknown
63242,9.38,2.14,1.36,0.363,A4III/IV,Giant
63243,9.99,-1.1,1.69,0.172,B7/B8V,Dwarf
63244,8.06,8.65,0.87,0.405,F3V,Dwarf
63245,10.24,-1.92,5.64,0.386,F8,Unknown
63246,7.72,5.16,0.92,1.129,K0III,Giant
63247,11.83,18.6,6.36,1.0,Unknown,Unknown
63248,9.7,2.84,1.28,1.127,K5,Unknown
63249,8.52,4.3,1.2,1.082,K0III,Giant
63250,10.09,6.58,1.66,0.425,F2,Unknown
63251,7.47,3.81,1.22,0.918,K1III+...,Giant
63252,8.39,8.06,0.85,0.465,F5,Unknown
63253,8.0,5.21,0.97,0.209,A2,Unknown
63254,8.48,2.44,1.1,0.993,K0,Unknown
63255,10.46,7.31,2.64,0.612,Unknown,Unknown
63256,7.13,1.79,0.61,1.344,K0,Unknown
63257,7.76,0.64,1.0,1.635,M...,Unknown
63258,11.38,4.87,1.78,0.271,Unknown,Unknown
63259,7.83,7.13,0.87,0.282,A7V,Dwarf
63260,9.6,1.73,1.61,1.08,K0,Unknown
63261,8.67,22.5,1.45,0.738,G5V,Dwarf
63262,9.4,11.2,1.42,0.636,G1IV/V,Giant
63263,9.77,4.9,1.51,0.484,F5V,Dwarf
63264,6.94,13.39,0.85,0.256,A5,Unknown
63265,8.94,4.39,1.19,1.072,K0IV,Giant
63266,9.28,26.24,1.75,0.852,G6V,Dwarf
63267,10.36,6.7,1.68,0.466,G2,Unknown
63268,10.15,13.18,4.11,0.907,G8IV,Giant
63269,7.76,3.33,1.03,1.104,K0,Unknown
63270,8.79,6.79,1.37,0.523,F8V,Dwarf
63271,8.43,0.15,1.2,1.419,K2III,Giant
63272,6.67,4.9,0.87,1.406,K2,Unknown
63273,10.29,2.77,1.69,1.02,K0III,Giant
63274,7.21,17.1,0.84,0.594,G0,Unknown
63275,6.95,7.22,0.83,0.172,A4V,Dwarf
63276,7.97,12.42,2.2,0.649,G0V,Dwarf
63277,9.24,6.66,1.46,0.634,G0V,Dwarf
63278,8.61,1.88,1.62,0.852,G4II,Giant
63279,10.22,11.84,1.82,0.743,Unknown,Unknown
63280,7.65,5.59,1.04,1.141,K1III,Giant
63281,9.07,3.21,1.37,1.194,K0III:,Giant
63282,8.72,2.76,0.83,0.396,F5,Unknown
63283,8.74,6.75,1.14,0.519,K0,Unknown
63284,6.0,6.83,0.55,1.03,K0III,Giant
63285,10.26,2.4,1.65,0.468,F2,Unknown
63286,8.34,1.12,1.04,1.039,K0,Unknown
63287,9.37,5.25,1.22,0.979,K0III,Giant
63288,8.31,2.04,1.1,1.595,M3,Unknown
63289,9.19,4.93,1.49,0.92,G5,Unknown
63290,8.07,29.07,0.7,0.676,G0,Unknown
63291,9.59,11.94,1.66,0.649,G5V,Dwarf
63292,8.92,6.38,1.84,0.4,F2,Unknown
63293,9.88,1.83,1.71,0.94,K2,Unknown
63294,6.94,7.11,0.86,0.027,A0V,Dwarf
63295,11.14,4.57,2.76,1.006,G8III,Giant
63296,8.3,1.78,1.0,1.17,K2,Unknown
63297,9.79,30.29,1.72,1.221,K2V:,Dwarf
63298,8.13,18.99,0.98,0.554,G0,Unknown
63299,4.76,10.91,0.88,1.568,M0III,Giant
63300,6.86,4.69,0.9,0.946,G9II-III,Giant
63301,7.27,0.81,0.9,1.66,M2III,Giant
63302,8.39,5.06,1.78,1.095,K0III,Giant
63303,6.62,6.89,0.91,1.289,K3III,Giant
63304,7.97,2.02,1.06,1.566,M...,Unknown
63305,7.75,6.84,0.91,0.989,K0,Unknown
63306,7.59,9.78,0.93,0.996,K0,Unknown
63307,7.25,3.37,0.84,0.161,A2,Unknown
63308,9.32,4.93,1.39,0.639,G1V,Dwarf
63309,8.1,3.28,0.84,0.154,B7/B8III,Giant
63310,7.54,47.6,0.86,0.769,K0V,Dwarf
63311,10.46,8.09,1.43,0.768,Unknown,Unknown
63312,8.07,5.24,1.16,0.934,G8III-IVp,Giant
63313,8.36,4.62,1.03,1.09,K1III,Giant
63314,7.01,4.42,0.6,1.304,K2,Unknown
63315,8.51,4.53,1.15,1.135,K0/K1III,Giant
63316,7.85,11.06,0.93,0.294,F3IV,Giant
63317,9.69,8.33,1.47,0.474,F5,Unknown
63318,8.76,1.82,1.2,1.123,K0III,Giant
63319,7.45,3.81,0.94,1.242,K1/K2III,Giant
63320,7.87,5.56,1.58,1.08,K0,Unknown
63321,9.24,9.67,1.3,0.7,G3V,Dwarf
63322,9.1,7.88,2.01,0.571,G0,Unknown
63323,10.78,2.95,1.97,0.574,F8,Unknown
63324,12.27,0.32,2.76,0.612,Unknown,Unknown
63325,9.27,0.32,2.76,1.75,K3V,Dwarf
63326,11.24,6.04,2.53,0.572,F8,Unknown
